gap_index_n,c_n,c_n_plus_1,delta_c,log10_delta_c
2376,3180762917,3181924325,1161408,6.064984813211
2377,3181924325,3182230985,306660,5.486657131339
2378,3182230985,3183085945,854960,5.931945796382
2379,3183085945,3183873905,787960,5.896504171525
2380,3183873905,3185873941,2000036,6.301037812894
2381,3185873941,3187076605,1202664,6.080144311190
2382,3187076605,3187517801,441196,5.644631566357
2383,3187517801,3188239165,721364,5.858154464859
2384,3188239165,3191163781,2924616,6.466068851605
2385,3191163781,3192233053,1069272,6.029088194520
2386,3192233053,3193396553,1163500,6.065766387623
2387,3193396553,3194811845,1415292,6.150846051808
2388,3194811845,3197393669,2581824,6.411926633580
2389,3197393669,3198461993,1068324,6.028702984970
2390,3198461993,3198558109,96116,4.982795688744
2391,3198558109,3199722761,1164652,6.066196176815
2392,3199722761,3200109097,386336,5.586965178952
2393,3200109097,3202114225,2005128,6.302142101604
2394,3202114225,3202558453,444228,5.647605928959
2395,3202558453,3203723833,1165380,6.066467560550
2396,3203723833,3203762269,38436,4.584738184711
2397,3203762269,3205768541,2006272,6.302389812080
2398,3205768541,3208893725,3125184,6.494875592186
2399,3208893725,3209424941,531216,5.725271147322
2400,3209424941,3210060257,635316,5.802989792883
2401,3210060257,3211074865,1014608,6.006298282328
2402,3211074865,3214067785,2992920,6.476095108413
2403,3214067785,3214734289,666504,5.823802760161
2404,3214734289,3215235257,500968,5.699809985613
2405,3215235257,3216402941,1167684,6.067325329399
2406,3216402941,3219246013,2843072,6.453787858216
2407,3219246013,3221583049,2337036,6.368665402371
2408,3221583049,3222059389,476340,5.677917052328
2409,3222059389,3223712557,1653168,6.218316990151
2410,3223712557,3225597761,1885204,6.275358352569
2411,3225597761,3225725065,127304,5.104842049770
2412,3225725065,3227379173,1654108,6.218563862092
2413,3227379173,3230785265,3406092,6.532256374264
2414,3230785265,3231047873,262608,5.419307952153
2415,3231047873,3233062669,2014796,6.304231079976
2416,3233062669,3233126485,63816,4.804929579043
2417,3233126485,3234718657,1592172,6.201989982130
2418,3234718657,3237148381,2429724,6.385556943522
2419,3237148381,3238320037,1171656,6.068800120870
2420,3238320037,3242066477,3746440,6.573618781675
2421,3242066477,3243517757,1451280,6.161751210318
2422,3243517757,3245743513,2225756,6.347477552783
2423,3245743513,3247402745,1659232,6.219907114943
2424,3247402745,3247546109,143364,5.156440109741
2425,3247546109,3248719645,1173536,6.069496416782
2426,3248719645,3249422633,702988,5.846947911679
2427,3249422633,3249893393,470760,5.672799554177
2428,3249893393,3251082805,1189412,6.075332315791
2429,3251082805,3253103837,2021032,6.305573189969
2430,3253103837,3253925701,821864,5.914799957520
2431,3253925701,3254764949,839248,5.923890314960
2432,3254764949,3258449177,3684228,6.566346498853
2433,3258449177,3259135925,686748,5.836797403309
2434,3259135925,3260311553,1175628,6.070269921141
2435,3260311553,3262135489,1823936,6.261009595322
2436,3262135489,3264350317,2214828,6.345340005254
2437,3264350317,3265526885,1176568,6.070617032380
2438,3265526885,3265823885,297000,5.472756449317
2439,3265823885,3266703665,879780,5.944374084956
2440,3266703665,3269514365,2810700,6.448814493670
2441,3269514365,3269568877,54512,4.736492116224
2442,3269568877,3271179661,1610784,6.207037307087
2443,3271179661,3271924105,744444,5.871832033981
2444,3271924105,3273206929,1282824,6.108167076428
2445,3273206929,3274873165,1666236,6.221736513421
2446,3274873165,3275970053,1096888,6.040162285309
2447,3275970053,3276901577,931524,5.969194048640
2448,3276901577,3277148713,247136,5.392936013158
2449,3277148713,3280598309,3449596,6.537768235582
2450,3280598309,3281197889,599580,5.777847137794
2451,3281197889,3282266425,1068536,6.028789158543
2452,3282266425,3282377489,111064,5.045573310651
2453,3282377489,3283557301,1179812,6.071812809113
2454,3283557301,3284297125,739824,5.869128415785
2455,3284297125,3285966181,1669056,6.222470908329
2456,3285966181,3287610433,1644252,6.215968378789
2457,3287610433,3288791185,1180752,6.072158689873
2458,3288791185,3292847545,4056360,6.608136491462
2459,3292847545,3293371945,524400,5.719662683018
2460,3293371945,3294029237,657292,5.817758346449
2461,3294029237,3295043305,1014068,6.006067078306
2462,3295043305,3297077953,2034648,6.308489285856
2463,3297077953,3298088825,1010872,6.004696167250
2464,3298088825,3298750253,661428,5.820482575803
2465,3298750253,3299271457,521204,5.717007740063
2466,3299271457,3300454301,1182844,6.072927471250
2467,3300454301,3302459285,2004984,6.302110911251
2468,3302459285,3303334273,874988,5.942002096943
2469,3303334273,3304496221,1161948,6.065186692755
2470,3304496221,3304517845,21624,4.334936032691
2471,3304517845,3306170401,1652556,6.218156185301
2472,3306170401,3308208481,2038080,6.309221227206
2473,3308208481,3309768401,1559920,6.193102326271
2474,3309768401,3309883601,115200,5.061452479087
2475,3309883601,3313598885,3715284,6.569992017267
2476,3313598885,3315023125,1424240,6.153583178833
2477,3315023125,3316208789,1185664,6.073961633699
2478,3316208789,3317316253,1107464,6.044329617644
2479,3317316253,3317394665,78412,4.894382531243
2480,3317394665,3318993677,1599012,6.203851722980
2481,3318993677,3320282017,1288340,6.110030490848
2482,3320282017,3321035705,753688,5.877191600617
2483,3321035705,3322655437,1619732,6.209443162352
2484,3322655437,3322714069,58632,4.768134708685
2485,3322714069,3324757241,2043172,6.310304928310
2486,3324757241,3326436545,1679304,6.225129322446
2487,3326436545,3326732621,296076,5.471403204789
2488,3326732621,3327920377,1187756,6.074727232954
2489,3327920377,3328480861,560484,5.748563219409
2490,3328480861,3330161105,1680244,6.225372353249
2491,3330161105,3332206565,2045460,6.310790991070
2492,3332206565,3333189485,982920,5.992518171980
2493,3333189485,3333887749,698264,5.844019651945
2494,3333887749,3334378393,490644,5.690766492302
2495,3334378393,3337616477,3238084,6.510288110712
2496,3337616477,3338462761,846284,5.927516130102
2497,3338462761,3339652609,1189848,6.075491484941
2498,3339652609,3343030777,3378168,6.528681243713
2499,3343030777,3343740205,709428,5.850908325390
2500,3343740205,3344930993,1190788,6.075834449455
2501,3344930993,3345080185,149192,5.173745535945
2502,3345080185,3346764613,1684428,6.226452452022
2503,3346764613,3348815165,2050552,6.311870787048
2504,3348815165,3349021817,206652,5.315239612786
2505,3349021817,3351405485,2383668,6.377245766249
2506,3351405485,3352552229,1146744,6.059466476492
2507,3352552229,3354238537,1686308,6.226936900350
2508,3354238537,3354307597,69060,4.839226574013
2509,3354307597,3355500265,1192668,6.076519567028
2510,3355500265,3356291377,791112,5.898237972169
2511,3356291377,3360791153,4499776,6.653190895023
2512,3360791153,3361984973,1193820,6.076938850328
2513,3361984973,3365465053,3480080,6.541589227613
2514,3365465053,3366086209,621156,5.793200684606
2515,3366086209,3367154605,1068396,6.028732253384
2516,3367154605,3367280969,126364,5.101623364862
2517,3367280969,3368475941,1194972,6.077357729227
2518,3368475941,3369211393,735452,5.866554333331
2519,3369211393,3370901885,1690492,6.228013119873
2520,3370901885,3371385433,483548,5.684439591347
2521,3371385433,3373777045,2391612,6.378690723842
2522,3373777045,3374651249,874204,5.941612789312
2523,3374651249,3377885465,3234216,6.509769021283
2524,3377885465,3378402697,517232,5.713685385879
2525,3378402697,3379082317,679620,5.832266150894
2526,3379082317,3380462917,1380600,6.140067869052
2527,3380462917,3382156229,1693312,6.228736986103
2528,3382156229,3383193965,1037736,6.016086883064
2529,3383193965,3384391757,1197792,6.078381408124
2530,3384391757,3385589761,1198004,6.078458268116
2531,3385589761,3385911845,322084,5.507969151134
2532,3385911845,3389669545,3757700,6.574922104784
2533,3389669545,3389705365,35820,4.554125581513
2534,3389705365,3390904309,1198944,6.078798898646
2535,3390904309,3391365161,460852,5.663561476576
2536,3391365161,3393429329,2064168,6.314745041067
2537,3393429329,3395023141,1593812,6.202437092356
2538,3395023141,3395125885,102744,5.011756469546
2539,3395125885,3397191197,2065312,6.314985668410
2540,3397191197,3398888693,1697496,6.229808759577
2541,3398888693,3400345085,1456392,6.163278284677
2542,3400345085,3400955149,610064,5.785375397943
2543,3400955149,3401545909,590760,5.771411081820
2544,3401545909,3402653585,1107676,6.044412745961
2545,3402653585,3402746945,93360,4.970160843037
2546,3402746945,3404721185,1974240,6.295399946885
2547,3404721185,3405671197,950012,5.977729091079
2548,3405671197,3406420561,749364,5.874692825431
2549,3406420561,3406872961,452400,5.655522596253
2550,3406872961,3410189621,3316660,6.520700953071
2551,3410189621,3412204181,2014560,6.304180206587
2552,3412204181,3413407097,1202916,6.080235301479
2553,3413407097,3413960765,553668,5.743249423593
2554,3413960765,3415662445,1701680,6.230877894585
2555,3415662445,3417539569,1877124,6.273492962412
2556,3417539569,3417733993,194424,5.288749873884
2557,3417733993,3418743425,1009432,6.004077068184
2558,3418743425,3419436613,693188,5.840851035896
2559,3419436613,3419947493,510880,5.708318901195
2560,3419947493,3421509305,1561812,6.193628755357
2561,3421509305,3425286701,3777396,6.577192516096
2562,3425286701,3425288929,2228,3.347915186502
2563,3425288929,3426991201,1702272,6.231028955667
2564,3426991201,3429066181,2074980,6.317013915057
2565,3429066181,3430634533,1568352,6.195443542086
2566,3430634533,3430771621,137088,5.136999440480
2567,3430771621,3434777417,4005796,6.602688828550
2568,3434777417,3435984305,1206888,6.081666969154
2569,3435984305,3437191405,1207100,6.081743249923
2570,3437191405,3438338713,1147308,6.059680021863
2571,3438338713,3440046457,1707744,6.232422768156
2572,3440046457,3441338245,1291788,6.111191245869
2573,3441338245,3442125385,787140,5.896051982448
2574,3442125385,3442546285,420900,5.624178925748
2575,3442546285,3443834069,1287784,6.109843024922
2576,3443834069,3446696353,2862284,6.456712722895
2577,3446696353,3447623765,927412,5.967272711034
2578,3447623765,3447905333,281568,5.449583296020
2579,3447905333,3449704981,1799648,6.255187568099
2580,3449704981,3451415545,1710564,6.233139327762
2581,3451415545,3452058629,643084,5.808267704423
2582,3452058629,3453268549,1209920,6.082756655682
2583,3453268549,3454478681,1210132,6.082832745312
2584,3454478681,3455209409,730728,5.863755748939
2585,3455209409,3457425073,2215664,6.345503901359
2586,3457425073,3458635933,1210860,6.083093932786
2587,3458635933,3459005357,369424,5.567525106397
2588,3459005357,3462803389,3798032,6.579558619528
2589,3462803389,3464007485,1204096,6.080661113673
2590,3464007485,3464517197,509712,5.707324858177
2591,3464517197,3465219497,702300,5.846522668416
2592,3465219497,3466603505,1384008,6.141138600486
2593,3466603505,3468318253,1714748,6.234200304991
2594,3468318253,3469383205,1064952,6.027330033498
2595,3469383205,3470405705,1022500,6.009663316679
2596,3470405705,3471809321,1403616,6.147248310150
2597,3471809321,3472121393,312072,5.494254804260
2598,3472121393,3474209989,2088596,6.319854441924
2599,3474209989,3474763093,553104,5.742806799260
2600,3474763093,3475926617,1163524,6.065775345904
2601,3475926617,3477191089,1264472,6.101909216931
2602,3477191089,3478016357,825268,5.916595005545
2603,3478016357,3481361981,3345624,6.524477130918
2604,3481361981,3483543317,2181336,6.338722566866
2605,3483543317,3486751145,3207828,6.506211073872
2606,3486751145,3487354793,603648,5.780783766071
2607,3487354793,3487967129,612336,5.786989792903
2608,3487967129,3489074665,1107536,6.044357851687
2609,3489074665,3489183325,108660,5.036069700698
2610,3489183325,3491168353,1985028,6.297766637124
2611,3491168353,3492889165,1720812,6.235733425922
2612,3492889165,3493361401,472236,5.674159091606
2613,3493361401,3494578537,1217136,6.085339108016
2614,3494578537,3494983997,405460,5.607948016041
2615,3494983997,3498759841,3775844,6.577014043005
2616,3498759841,3499977917,1218076,6.085674386286
2617,3499977917,3500524417,546500,5.737590166286
2618,3500524417,3502621537,2097120,6.321623282085
2619,3502621537,3504162449,1540912,6.187777837287
2620,3504162449,3504345169,182720,5.261786086566
2621,3504345169,3505381465,1036296,6.015483821824
2622,3505381465,3506600693,1219228,6.086084927836
2623,3506600693,3510789181,4188488,6.622057275528
2624,3510789181,3513718861,2929680,6.466820186285
2625,3513718861,3515819929,2101068,6.322440108354
2626,3515819929,3516201065,381136,5.581079971766
2627,3516201065,3517422173,1221108,6.086754076500
2628,3517422173,3517546805,124632,5.095629564307
2629,3517546805,3521376833,3830028,6.583201948956
2630,3521376833,3521617117,240284,5.380724853022
2631,3521617117,3522839165,1222048,6.087088264602
2632,3522839165,3523480189,641024,5.806874289850
2633,3523480189,3524061425,581236,5.764352505346
2634,3524061425,3525208945,1147520,6.059760263546
2635,3525208945,3527037337,1828392,6.262069312397
2636,3527037337,3527313445,276108,5.441078990144
2637,3527313445,3529043141,1729696,6.237969781092
2638,3529043141,3529483525,440384,5.643831531830
2639,3529483525,3532879421,3395896,6.530954381419
2640,3532879421,3533685653,806232,5.906460031658
2641,3533685653,3534909793,1224140,6.087831089174
2642,3534909793,3536717785,1807992,6.257196504478
2643,3536717785,3538449785,1732000,6.238547887681
2644,3538449785,3539115149,665364,5.823059299352
2645,3539115149,3540340229,1225080,6.088164449863
2646,3540340229,3540558233,218004,5.338464462238
2647,3540558233,3541565521,1007288,6.003153660155
2648,3541565521,3542291173,725652,5.860728396577
2649,3542291173,3544400765,2109592,6.324198469856
2650,3544400765,3545774833,1374068,6.138008225659
2651,3545774833,3546134645,359812,5.556075643298
2652,3546134645,3547001065,866420,5.937728468767
2653,3547001065,3548245381,1244316,6.094930685523
2654,3548245381,3549980201,1734820,6.239254420301
2655,3549980201,3551213605,1233404,6.091105352535
2656,3551213605,3552092081,878476,5.943729901051
2657,3552092081,3552440777,348696,5.542446965478
2658,3552440777,3553827841,1387064,6.142096500154
2659,3553827841,3557677565,3849724,6.585429594554
2660,3557677565,3557884657,207092,5.316163322346
2661,3557884657,3559112981,1228324,6.089312937532
2662,3559112981,3561529373,2416392,6.383167389232
2663,3561529373,3562103653,574280,5.759123691711
2664,3562103653,3563267437,1163784,6.065872382107
2665,3563267437,3563332705,65268,4.814700304863
2666,3563332705,3565383265,2050560,6.311872481396
2667,3565383265,3567122269,1739004,6.240300580954
2668,3567122269,3568784921,1662652,6.220801359084
2669,3568784921,3569239241,454320,5.657361855675
2670,3569239241,3573097301,3858060,6.586368977446
2671,3573097301,3574241305,1144004,6.058427542967
2672,3574241305,3574838185,596880,5.775887026982
2673,3574838185,3575472449,634264,5.802270062107
2674,3575472449,3576703805,1231356,6.090383630903
2675,3576703805,3576957445,253640,5.404217744515
2676,3576957445,3578699269,1741824,6.241004270252
2677,3578699269,3579701857,1002588,6.001122502227
2678,3579701857,3582166237,2464380,6.391707675562
2679,3582166237,3586399601,4233364,6.626685612295
2680,3586399601,3586427689,28088,4.448520816457
2681,3586427689,3587632837,1205148,6.081040384369
2682,3587632837,3588171817,538980,5.731572650065
2683,3588171817,3590295025,2123208,6.326992541894
2684,3590295025,3591869429,1574404,6.197116184476
2685,3591869429,3592040093,170664,5.232141920352
2686,3592040093,3594337993,2297900,6.361331125139
2687,3594337993,3595910453,1572460,6.196579606740
2688,3595910453,3598035949,2125496,6.327460291999
2689,3598035949,3598578541,542592,5.734473386216
2690,3598578541,3599782897,1204356,6.080754880595
2691,3599782897,3599813869,30972,4.490969250591
2692,3599813869,3601909537,2095668,6.321322481943
2693,3601909537,3604057645,2148108,6.332056112514
2694,3604057645,3605293913,1236268,6.092112627957
2695,3605293913,3607534037,2240124,6.350272058970
2696,3607534037,3609540917,2006880,6.302521404926
2697,3609540917,3610778125,1237208,6.092442719563
2698,3610778125,3611412733,634608,5.802505542605
2699,3611412733,3612015545,602812,5.780181889100
2700,3612015545,3613162925,1147380,6.059707275418
2701,3613162925,3615028357,1865432,6.270779422467
2702,3615028357,3615293513,265156,5.423501458863
2703,3615293513,3616266505,972992,5.988109269487
2704,3616266505,3617044645,778140,5.891057740637
2705,3617044645,3619176377,2131732,6.328732604559
2706,3619176377,3620928449,1752072,6.243551949184
2707,3620928449,3622998353,2069904,6.315950203796
2708,3622998353,3624814337,1815984,6.259112017785
2709,3624814337,3626948357,2134020,6.329198485308
2710,3626948357,3627255769,307412,5.487720816424
2711,3627255769,3628496009,1240240,6.093505734025
2712,3628496009,3628702309,206300,5.314499227973
2713,3628702309,3629736461,1034152,6.014584376195
2714,3629736461,3632592365,2855904,6.455743604725
2715,3632592365,3632756653,164288,5.215605842655
2716,3632756653,3635239225,2482572,6.394901852837
2717,3635239225,3636484505,1245280,6.095267013105
2718,3636484505,3638240761,1756256,6.244587820957
2719,3638240761,3639503825,1263064,6.101425357002
2720,3639503825,3640378729,874904,5.941960402099
2721,3640378729,3640746157,367428,5.565172248818
2722,3640746157,3642135925,1389768,6.142942307643
2723,3642135925,3644275037,2139112,6.330233524033
2724,3644275037,3645013985,738948,5.868613878033
2725,3645013985,3646257257,1243272,6.094566152919
2726,3646257257,3647500741,1243484,6.094640201543
2727,3647500741,3648173429,672688,5.827813680425
2728,3648173429,3649932505,1759076,6.245284603339
2729,3649932505,3651772525,1840020,6.264822543576
2730,3651772525,3652073905,301380,5.479114428543
2731,3652073905,3653016949,943044,5.974531956270
2732,3653016949,3653833921,816972,5.912207172256
2733,3653833921,3657291961,3458040,6.538830012558
2734,3657291961,3661643005,4351044,6.638593475125
2735,3661643005,3662815565,1172560,6.069135074843
2736,3662815565,3663405325,589760,5.770675313539
2737,3663405325,3664061869,656544,5.817263836773
2738,3664061869,3665308385,1246516,6.095697857382
2739,3665308385,3665550673,242288,5.384331905005
2740,3665550673,3667313933,1763260,6.246316355544
2741,3667313933,3668343337,1029404,6.012585851474
2742,3668343337,3669590581,1247244,6.095951423396
2743,3669590581,3671224625,1634044,6.213263746627
2744,3671224625,3673372261,2147636,6.331960675264
2745,3673372261,3675123461,1751200,6.243335748560
2746,3675123461,3675137401,13940,4.144262773762
2747,3675137401,3676371857,1234456,6.091475614885
2748,3676371857,3677286181,914324,5.961100119670
2749,3677286181,3679052261,1766080,6.247010372385
2750,3679052261,3680660509,1608248,6.206353019989
2751,3680660509,3681909845,1249336,6.096679254484
2752,3681909845,3682969205,1059360,6.025043570537
2753,3682969205,3683159393,190188,5.279183111454
2754,3683159393,3688656617,5497224,6.740143433888
2755,3688656617,3688702489,45872,4.661547675602
2756,3688702489,3690809345,2106856,6.323634853338
2757,3690809345,3692578669,1769324,6.247807368539
2758,3692578669,3692998325,419656,5.622893436786
2759,3692998325,3694249753,1251428,6.097405867846
2760,3694249753,3694732541,482788,5.683756466896
2761,3694732541,3696502805,1770264,6.248038037658
2762,3696502805,3698548817,2046012,6.310908176550
2763,3698548817,3698657821,109004,5.037442435060
2764,3698657821,3699801185,1143364,6.058184513882
2765,3699801185,3700429025,627840,5.797848981364
2766,3700429025,3701053765,624740,5.795699313251
2767,3701053765,3702585185,1531420,6.185094314583
2768,3702585185,3704357329,1772144,6.248499008671
2769,3704357329,3705356785,999456,5.999763679517
2770,3705356785,3706610305,1253520,6.098131267549
2771,3706610305,3708287717,1677412,6.224639745582
2772,3708287717,3710916553,2628836,6.419763493479
2773,3710916553,3712171013,1254460,6.098456817858
2774,3712171013,3712220189,49176,4.691753200113
2775,3712220189,3713994637,1774448,6.249063276919
2776,3713994637,3716154745,2160108,6.334475465332
2777,3716154745,3716480489,325744,5.512876425027
2778,3716480489,3717930133,1449644,6.161261362360
2779,3717930133,3718991501,1061368,6.025865989612
2780,3718991501,3720091385,1099884,6.041346884416
2781,3720091385,3722048593,1957208,6.291636982251
2782,3722048593,3723304933,1256340,6.099107187285
2783,3723304933,3724030109,725176,5.860443422506
2784,3724030109,3725807377,1777268,6.249752921415
2785,3725807377,3728878145,3070768,6.487247006243
2786,3728878145,3730135637,1257492,6.099505230812
2787,3730135637,3734455525,4319888,6.635472487182
2788,3734455525,3735713957,1258432,6.099829753200
2789,3735713957,3736972601,1258644,6.099902909855
2790,3736972601,3737638873,666272,5.823651562479
2791,3737638873,3739419385,1780512,6.250544905006
2792,3739419385,3740037073,617688,5.790769164258
2793,3740037073,3741586873,1549800,6.190275656557
2794,3741586873,3742556029,969156,5.986393688801
2795,3742556029,3743368325,812296,5.909714314638
2796,3743368325,3746883101,3514776,6.545897652240
2797,3746883101,3747319349,436248,5.639733448928
2798,3747319349,3751272457,3953108,6.596938679550
2799,3751272457,3752473925,1201468,6.079712208258
2800,3752473925,3753443377,969452,5.986526310938
2801,3753443377,3753735389,292012,5.465400698800
2802,3753735389,3754997065,1261676,6.100947841851
2803,3754997065,3755227649,230584,5.362829168732
2804,3755227649,3759184925,3957276,6.597396341167
2805,3759184925,3759331321,146396,5.165529210591
2806,3759331321,3760593937,1262616,6.101271288451
2807,3760593937,3763144285,2550348,6.406599444814
2808,3763144285,3764930861,1786576,6.252021495589
2809,3764930861,3764931421,560,2.748188027006
2810,3764931421,3766194977,1263556,6.101594494338
2811,3766194977,3767105729,910752,5.959400133620
2812,3767105729,3768893245,1787516,6.252249937847
2813,3768893245,3770535689,1642444,6.215490570983
2814,3770535689,3771069257,533568,5.727189775481
2815,3771069257,3771800185,730928,5.863874598924
2816,3771800185,3772857713,1057528,6.024291874945
2817,3772857713,3773064893,207180,5.316347828733
2818,3773064893,3775034869,1969976,6.294460935232
2819,3775034869,3776824265,1789396,6.252706462190
2820,3776824265,3777409561,585296,5.767375556091
2821,3777409561,3779002565,1593004,6.202216866307
2822,3779002565,3780792901,1790336,6.252934544529
2823,3780792901,3783023105,2230204,6.348344590412
2824,3783023105,3784289693,1266588,6.102635369086
2825,3784289693,3784763621,473928,5.675712367881
2826,3784763621,3788736425,3972804,6.599097139478
2827,3788736425,3789908345,1171920,6.068897965996
2828,3789908345,3790529065,620720,5.792895738860
2829,3790529065,3791176085,647020,5.810917705329
2830,3791176085,3792711313,1535228,6.186172882607
2831,3792711313,3794262697,1551384,6.190719308091
2832,3794262697,3794504893,242196,5.384166966254
2833,3794504893,3796688285,2183392,6.339131714708
2834,3796688285,3796799845,111560,5.047508505594
2835,3796799845,3800667341,3867496,6.587429873198
2836,3800667341,3801158153,490812,5.690915172372
2837,3801158153,3802427773,1269620,6.103673755131
2838,3802427773,3802462801,35028,4.544415341036
2839,3802462801,3804648481,2185680,6.339586578287
2840,3804648481,3806444881,1796400,6.254403046391
2841,3806444881,3806789309,344428,5.537098449841
2842,3806789309,3808059869,1270560,6.103995178677
2843,3808059869,3809330641,1270772,6.104067637081
2844,3809330641,3813696133,4365492,6.640033196689
2845,3813696133,3814415293,719160,5.856825523744
2846,3814415293,3814967845,552552,5.742373155209
2847,3814967845,3816213997,1246152,6.095571018836
2848,3816213997,3818403625,2189628,6.340370338004
2849,3818403625,3820203269,1799644,6.255186602811
2850,3820203269,3820609217,405948,5.608470406091
2851,3820609217,3824194625,3585408,6.554538583174
2852,3824194625,3824981165,786540,5.895720813847
2853,3824981165,3826254757,1273592,6.105030322405
2854,3826254757,3826386541,131784,5.119862685421
2855,3826386541,3827528561,1142020,6.057673709701
2856,3827528561,3828188065,659504,5.819217433958
2857,3828188065,3830381125,2193060,6.341050513717
2858,3830381125,3830629933,248808,5.395864340247
2859,3830629933,3831904465,1274532,6.105350743884
2860,3831904465,3832183589,279124,5.445797180163
2861,3832183589,3836181197,3997608,6.601800205544
2862,3836181197,3837558341,1377144,6.138979354299
2863,3837558341,3840180889,2622548,6.418723445748
2864,3840180889,3841985657,1804768,6.256421381978
2865,3841985657,3843216385,1230728,6.090162081240
2866,3843216385,3844182665,966280,5.985102990634
2867,3844182665,3845769845,1587180,6.200626182315
2868,3845769845,3845988373,218528,5.339507091038
2869,3845988373,3848186525,2198152,6.342057720152
2870,3848186525,3848878597,692072,5.840151278815
2871,3848878597,3849993173,1114576,6.047109687222
2872,3849993173,3851433937,1440764,6.158592848342
2873,3851433937,3852192469,758532,5.879973906982
2874,3852192469,3854000057,1807588,6.257099449526
2875,3854000057,3855823481,1823424,6.260887666707
2876,3855823481,3856200497,377016,5.576359781411
2877,3856200497,3857102197,901700,5.955062069675
2878,3857102197,3861494969,4392772,6.642738662471
2879,3861494969,3862020077,525108,5.720248634797
2880,3862020077,3862774625,754548,5.877686872305
2881,3862774625,3864054493,1279868,6.107165180720
2882,3864054493,3867844045,3789552,6.578587870805
2883,3867844045,3868451221,607176,5.783314596758
2884,3868451221,3869732029,1280808,6.107484031548
2885,3869732029,3870048433,316404,5.500241965240
2886,3870048433,3871860205,1811772,6.258103543577
2887,3871860205,3874065737,2205532,6.343513363326
2888,3874065737,3874131985,66248,4.821172771634
2889,3874131985,3875413733,1281748,6.107802648453
2890,3875413733,3879816917,4403184,6.643766834112
2891,3879816917,3879898777,81860,4.913071740309
2892,3879898777,3881099605,1200828,6.079480805904
2893,3881099605,3882106597,1006992,6.003026020335
2894,3882106597,3882382505,275908,5.440764293105
2895,3882382505,3883921189,1538684,6.187149437799
2896,3883921189,3885506017,1584828,6.199982135510
2897,3885506017,3886789645,1283628,6.108439181868
2898,3886789645,3891972265,5182620,6.714549366672
2899,3891972265,3892483853,511588,5.708920348952
2900,3892483853,3893768633,1284780,6.108828767383
2901,3893768633,3893789161,20528,4.312346639031
2902,3893789161,3896000929,2211768,6.344739570370
2903,3896000929,3897818765,1817836,6.259554699839
2904,3897818765,3898182229,363464,5.560461401782
2905,3898182229,3899467949,1285720,6.109146399618
2906,3899467949,3900753881,1285932,6.109218003732
2907,3900753881,3901850453,1096572,6.040037152362
2908,3901850453,3903884773,2034320,6.308419268795
2909,3903884773,3904064509,179736,5.254635072298
2910,3904064509,3905884225,1819716,6.260003613668
2911,3905884225,3906458305,574080,5.758972417028
2912,3906458305,3908099425,1641120,6.215140338172
2913,3908099425,3909920081,1820656,6.260227896693
2914,3909920081,3910879085,959004,5.981820418614
2915,3910879085,3912166897,1287812,6.109852467588
2916,3912166897,3913958021,1791124,6.253125653215
2917,3913958021,3916590905,2632884,6.420431725316
2918,3916590905,3917879657,1288752,6.110169352269
2919,3917879657,3917998045,118388,5.073307683824
2920,3917998045,3919168621,1170576,6.068399615648
2921,3919168621,3919821005,652384,5.814503301239
2922,3919821005,3922040153,2219148,6.346186267279
2923,3922040153,3923596585,1556432,6.192130151251
2924,3923596585,3923864053,267468,5.427271830265
2925,3923864053,3924886489,1022436,6.009636132604
2926,3924886489,3926084345,1197856,6.078404612574
2927,3926084345,3927909185,1824840,6.261224791991
2928,3927909185,3928027049,117864,5.071381175843
2929,3928027049,3929317681,1290632,6.110802428826
2930,3929317681,3930130621,812940,5.910058493158
2931,3930130621,3931956401,1825780,6.261448445410
2932,3931956401,3934178981,2222580,6.346857402008
2933,3934178981,3935042945,863964,5.936495646498
2934,3935042945,3936005701,962756,5.983516233874
2935,3936005701,3936334729,329028,5.517232857610
2936,3936334729,3937626725,1291996,6.111261169092
2937,3937626725,3938229425,602700,5.780101191468
2938,3938229425,3940057085,1827660,6.261895407012
2939,3940057085,3940772377,715292,5.854483367816
2940,3940772377,3942065101,1292724,6.111505811754
2941,3942065101,3944110553,2045452,6.310789292497
2942,3944110553,3945939577,1829024,6.262219404218
2943,3945939577,3946505977,566400,5.753123244682
2944,3946505977,3947799641,1293664,6.111821492798
2945,3947799641,3948166105,366464,5.564031317669
2946,3948166105,3949093517,927412,5.967272711034
2947,3949093517,3949996069,902552,5.955472232918
2948,3949996069,3952223741,2227672,6.347851246162
2949,3952223741,3953538349,1314608,6.118796270836
2950,3953538349,3954833165,1294816,6.112208057327
2951,3954833165,3956128193,1295028,6.112279158467
2952,3956128193,3956283461,155268,5.191081958913
2953,3956283461,3958115305,1831844,6.262888486349
2954,3958115305,3960345265,2229960,6.348297072943
2955,3960345265,3961872949,1527684,6.184033530124
2956,3961872949,3962178049,305100,5.484442207642
2957,3962178049,3964409153,2231104,6.348519814826
2958,3964409153,3966324965,1915812,6.282352889206
2959,3966324965,3967621873,1296908,6.112909169215
2960,3967621873,3970309789,2687916,6.429415692467
2961,3970309789,3972077117,1767328,6.247317158092
2962,3972077117,3972144877,67760,4.830973397323
2963,3972144877,3974378785,2233908,6.349065283410
2964,3974378785,3974673025,294240,5.468701711894
2965,3974673025,3976214813,1541788,6.188024661160
2966,3976214813,3979132225,2917412,6.464997764978
