gap_index_n,c_n,c_n_plus_1,delta_c,log10_delta_c
1166,1570739941,1572535421,1795480,6.254180571847
1167,1572535421,1573543633,1008212,6.003551862218
1168,1573543633,1574360545,816912,5.912175275660
1169,1574360545,1575096605,736060,5.866913217336
1170,1575096605,1576252525,1155920,6.062927778063
1171,1576252525,1577985317,1732792,6.238746434224
1172,1577985317,1578816733,831416,5.919818377934
1173,1578816733,1581614257,2797524,6.446773821035
1174,1581614257,1582433261,819004,5.913286022852
1175,1582433261,1583951401,1518140,6.181311823222
1176,1583951401,1585247365,1295964,6.112592937631
1177,1585247365,1586521861,1274496,6.105338476776
1178,1586521861,1591669033,5147172,6.711568681054
1179,1591669033,1592831017,1161984,6.065200148055
1180,1592831017,1593347909,516892,5.713399810591
1181,1593347909,1594169945,822036,5.914890837320
1182,1594169945,1595408669,1238724,6.092974552034
1183,1595408669,1597817437,2408768,6.381794973028
1184,1597817437,1597988405,170968,5.232914831305
1185,1597988405,1600570225,2581820,6.411925960730
1186,1600570225,1601469097,898872,5.953697852299
1187,1601469097,1603154129,1685032,6.226608152858
1188,1603154129,1605124925,1970796,6.294641672144
1189,1605124925,1605740117,615192,5.789010679234
1190,1605740117,1605949993,209876,5.321962778442
1191,1605949993,1608328189,2378196,6.376247644316
1192,1608328189,1608784921,456732,5.659661440634
1193,1608784921,1609496237,711316,5.852062577619
1194,1609496237,1609610929,114692,5.059533126035
1195,1609610929,1612087333,2476404,6.393821496834
1196,1612087333,1613276033,1188700,6.075072262706
1197,1613276033,1614680513,1404480,6.147515559165
1198,1614680513,1616945305,2264792,6.355028322287
1199,1616945305,1617275777,330472,5.519134668782
1200,1617275777,1617773405,497628,5.696904808788
1201,1617773405,1620618745,2845340,6.454134169255
1202,1620618745,1622472557,1853812,6.268065689084
1203,1622472557,1625126333,2653776,6.423864262134
1204,1625126333,1626248185,1121852,6.049935566525
1205,1626248185,1628852725,2604540,6.415731031627
1206,1628852725,1629640181,787456,5.896226296441
1207,1629640181,1633328005,3687824,6.566770186337
1208,1633328005,1634068057,740052,5.869262236649
1209,1634068057,1636678849,2610792,6.416772273259
1210,1636678849,1637019997,341148,5.532942829547
1211,1637019997,1640716157,3696160,6.567750762768
1212,1640716157,1641550321,834164,5.921251443075
1213,1641550321,1641906685,356364,5.551893825020
1214,1641906685,1643086861,1180176,6.071946778602
1215,1643086861,1644416485,1329624,6.123728845620
1216,1644416485,1645251589,835104,5.921740563883
1217,1645251589,1645704845,453256,5.656343561802
1218,1645704845,1648120981,2416136,6.383121376301
1219,1648120981,1648324913,203932,5.309485378466
1220,1648324913,1650947065,2622152,6.418657863116
1221,1650947065,1652666629,1719564,6.235418344351
1222,1652666629,1653503825,837196,5.922827144676
1223,1653503825,1653571301,67476,4.829149329557
1224,1653571301,1656197621,2626320,6.419347640934
1225,1656197621,1656380401,182780,5.261928672991
1226,1656380401,1658826025,2445624,6.388389687665
1227,1658826025,1660012265,1186240,6.074172564349
1228,1660012265,1660937417,925152,5.966213092023
1229,1660937417,1662643693,1706276,6.232049282155
1230,1662643693,1664660465,2016772,6.304656803151
1231,1664660465,1665277205,616740,5.790102116443
1232,1665277205,1665500693,223488,5.349254209017
1233,1665500693,1667912801,2412108,6.382396749054
1234,1667912801,1669228849,1316048,6.119271729517
1235,1669228849,1670550481,1321632,6.121110545454
1236,1670550481,1672119065,1568584,6.195507780770
1237,1672119065,1672961173,842108,5.925367793158
1238,1672961173,1673190245,229072,5.359972007615
1239,1673190245,1675832093,2641848,6.421907826655
1240,1675832093,1676697665,865572,5.937303199193
1241,1676697665,1677024397,326732,5.514191671184
1242,1677024397,1677540925,516528,5.713093868771
1243,1677540925,1679669269,2128344,6.328041823448
1244,1679669269,1680438325,769056,5.885957964776
1245,1680438325,1681282525,844200,5.926445347818
1246,1681282525,1684183153,2900628,6.462492034936
1247,1684183153,1684965265,782112,5.893268949350
1248,1684965265,1685028293,63028,4.799533526343
1249,1685028293,1687616389,2588096,6.412980381540
1250,1687616389,1688778229,1161840,6.065146324352
1251,1688778229,1689624521,846292,5.927520235508
1252,1689624521,1692532333,2907812,6.463566324470
1253,1692532333,1692924889,392556,5.593901619696
1254,1692924889,1694123257,1198368,6.078590203552
1255,1694123257,1696290605,2167348,6.335928649366
1256,1696290605,1696781573,490968,5.691053186876
1257,1696781573,1697138777,357204,5.552916313509
1258,1697138777,1699441973,2303196,6.362330897624
1259,1699441973,1700902157,1460184,6.164407585339
1260,1700902157,1701751481,849324,5.929073396451
1261,1701751481,1702104457,352976,5.547745177280
1262,1702104457,1705519969,3415512,6.533455815516
1263,1705519969,1707435677,1915708,6.282329312857
1264,1707435677,1708441421,1005744,6.002487450366
1265,1708441421,1710104413,1662992,6.220890160005
1266,1710104413,1711308845,1204432,6.080782285564
1267,1711308845,1713921805,2612960,6.417132761464
1268,1713921805,1713980605,58800,4.769377326076
1269,1713980605,1716654449,2673844,6.427136065635
1270,1716654449,1716850441,195992,5.292238344689
1271,1716850441,1717703737,853296,5.931099709793
1272,1717703737,1719330377,1626640,6.211291447643
1273,1719330377,1720635601,1305224,6.115685050843
1274,1720635601,1721489837,854236,5.931577869914
1275,1721489837,1722008389,518552,5.714792313629
1276,1722008389,1724688485,2680096,6.428150350567
1277,1724688485,1725280105,591620,5.772042847108
1278,1725280105,1726135493,855388,5.932163153367
1279,1726135493,1727370665,1235172,6.091727438122
1280,1727370665,1728581161,1210496,6.082963358684
1281,1728581161,1729074541,493380,5.693181540643
1282,1729074541,1731266365,2191824,6.340805678052
1283,1731266365,1732873145,1606780,6.205956417319
1284,1732873145,1733730413,857268,5.933116612735
1285,1733730413,1736643025,2912612,6.464282634479
1286,1736643025,1737534125,891100,5.949926443668
1287,1737534125,1738392545,858420,5.933699827537
1288,1738392545,1739334481,941936,5.974021395584
1289,1739334481,1742201365,2866884,6.457410120858
1290,1742201365,1745154053,2952688,6.470217559042
1291,1745154053,1745940205,786152,5.895506523621
1292,1745940205,1746014353,74148,4.870099441262
1293,1746014353,1747421353,1407000,6.148294097435
1294,1747421353,1748638853,1217500,6.085468969887
1295,1748638853,1749831509,1192656,6.076515197363
1296,1749831509,1750692961,861452,5.935231083623
1297,1750692961,1751339585,646624,5.810651819784
1298,1751339585,1753652833,2313248,6.364222195355
1299,1753652833,1754042401,389568,5.590583275737
1300,1754042401,1754515225,472824,5.674699512719
1301,1754515225,1756747301,2232076,6.348708977819
1302,1756747301,1757478325,731024,5.863931635366
1303,1757478325,1758341657,863332,5.936177838636
1304,1758341657,1759454285,1112628,6.046349985043
1305,1759454285,1762163353,2709068,6.432819906345
1306,1762163353,1762172257,8904,3.949585151327
1307,1762172257,1763036741,864484,5.936756959697
1308,1763036741,1763385977,349236,5.543119005353
1309,1763385977,1764874505,1488528,6.172757008369
1310,1764874505,1766007025,1132520,6.054045880277
1311,1766007025,1766098069,91044,4.959251330112
1312,1766098069,1768812245,2714176,6.433638005944
1313,1768812245,1769845961,1033716,6.014401238396
1314,1769845961,1771528505,1682544,6.225966430226
1315,1771528505,1774246849,2718344,6.434304414813
1316,1774246849,1774556369,309520,5.490688716713
1317,1774556369,1775423885,867516,5.938277493431
1318,1775423885,1776967277,1543392,6.188476244803
1319,1776967277,1779273037,2305760,6.362814100834
1320,1779273037,1779689789,416752,5.619877692692
1321,1779689789,1780918477,1228688,6.089441616751
1322,1780918477,1782256961,1338484,6.126613184075
1323,1782256961,1782414385,157424,5.197070943226
1324,1782414385,1783126357,711972,5.852462914305
1325,1783126357,1783644013,517656,5.714041252157
1326,1783644013,1786983845,3339832,6.523724621510
1327,1786983845,1787854393,870548,5.939792722105
1328,1787854393,1789101337,1246944,6.095846949840
1329,1789101337,1790845501,1744164,6.241587318295
1330,1790845501,1791716989,871488,5.940261411446
1331,1791716989,1795583753,3866764,6.587347666610
1332,1795583753,1797302953,1719200,6.235326402483
1333,1797302953,1798537705,1234752,6.091579738286
1334,1798537705,1800040993,1503288,6.177042190719
1335,1800040993,1800328265,287272,5.458293297979
1336,1800328265,1801276685,948420,5.977000703676
1337,1801276685,1803329785,2053100,6.312410102995
1338,1803329785,1804017749,687964,5.837565712930
1339,1804017749,1806760897,2743148,6.438249239558
1340,1806760897,1807209053,448156,5.651429215217
1341,1807209053,1808084513,875460,5.942236307843
1342,1808084513,1809506129,1421616,6.152782302721
1343,1809506129,1811968889,2462760,6.391422091192
1344,1811968889,1812253445,284556,5.454167747349
1345,1812253445,1812845501,592056,5.772362786690
1346,1812845501,1815002845,2157344,6.333919401194
1347,1815002845,1816243661,1240816,6.093707384956
1348,1816243661,1816734985,491324,5.691367978898
1349,1816734985,1817754329,1019344,6.008320770945
1350,1817754329,1818996085,1241756,6.094036267126
1351,1818996085,1819750145,754060,5.877405903737
1352,1819750145,1820628637,878492,5.943737810940
1353,1820628637,1821750593,1121956,6.049975825430
1354,1821750593,1824507185,2756592,6.440372491437
1355,1824507185,1824526457,19272,4.284926786990
1356,1824526457,1825406101,879644,5.944306944744
1357,1825406101,1827265861,1859760,6.269456902605
1358,1827265861,1828428445,1162584,6.065424341707
1359,1828428445,1829309029,880584,5.944770790169
1360,1829309029,1830026621,717592,5.855877588376
1361,1830026621,1832334601,2307980,6.363232041084
1362,1832334601,1832789465,454864,5.657881566155
1363,1832789465,1834036345,1246880,6.095824658895
1364,1834036345,1835554393,1518048,6.181285503974
1365,1835554393,1836802213,1247820,6.096151942202
1366,1836802213,1837127389,325176,5.512118484486
1367,1837127389,1838010065,882676,5.945801318261
1368,1838010065,1841042821,3032756,6.481837470609
1369,1841042821,1842340201,1297380,6.113067198699
1370,1842340201,1844962421,2622220,6.418669125484
1371,1844962421,1845112321,149900,5.175801632848
1372,1845112321,1845846977,734656,5.866084029868
1373,1845846977,1849771685,3924708,6.593807350583
1374,1849771685,1850657393,885708,5.947290567383
1375,1850657393,1850662813,5420,3.733999286538
1376,1850662813,1851915757,1252944,6.097931660751
1377,1851915757,1853441185,1525428,6.183391713820
1378,1853441185,1854587209,1146024,6.059193712709
1379,1854587209,1854695069,107860,5.032860415952
1380,1854695069,1857476465,2781396,6.444262825747
1381,1857476465,1857633605,157140,5.196286748809
1382,1857633605,1858521193,887588,5.948211422031
1383,1858521193,1860259945,1738752,6.240237642548
1384,1860259945,1862459345,2199400,6.342304220718
1385,1862459345,1863045509,586164,5.768019142179
1386,1863045509,1863348085,302576,5.480834477286
1387,1863348085,1865833157,2485072,6.395338976067
1388,1865833157,1866401665,568508,5.754736580425
1389,1866401665,1867291345,889680,5.949233827741
1390,1867291345,1869881897,2590552,6.413392314279
1391,1869881897,1870348153,466256,5.668624433557
1392,1870348153,1871238773,890620,5.949692443537
1393,1871238773,1871414705,175932,5.245344839795
1394,1871414705,1872674653,1259948,6.100352621483
1395,1872674653,1875190369,2515716,6.400661611895
1396,1875190369,1875469493,279124,5.445797180163
1397,1875469493,1876082141,612648,5.787211020088
1398,1876082141,1878266417,2184276,6.339307513934
1399,1878266417,1879146133,879716,5.944342490855
1400,1879146133,1883106065,3959932,6.597687728279
1401,1883106065,1883866517,760452,5.881071806432
1402,1883866517,1883999717,133200,5.124504224834
1403,1883999717,1886669693,2669976,6.426507357576
1404,1886669693,1887934765,1265072,6.102115243546
1405,1887934765,1888859561,924796,5.966045942636
1406,1888859561,1889474953,615392,5.789151846188
1407,1889474953,1890740965,1266012,6.102437822197
1408,1890740965,1892829709,2088744,6.319885215375
1409,1892829709,1895907341,3077632,6.488216688944
1410,1895907341,1896359617,452276,5.655403542546
1411,1896359617,1899172069,2812452,6.449085119097
1412,1899172069,1900782509,1610440,6.206944548992
1413,1900782509,1901680345,897836,5.953197015064
1414,1901680345,1904765161,3084816,6.489229264782
1415,1904765161,1904803225,38064,4.580514424693
1416,1904803225,1905663937,860712,5.934857857918
1417,1905663937,1906074361,410424,5.613232748699
1418,1906074361,1907621929,1547568,6.189649740972
1419,1907621929,1908751981,1130052,6.053098428256
1420,1908751981,1908894005,142024,5.152361740065
1421,1908894005,1909651697,757692,5.879492701827
1422,1909651697,1911715733,2064036,6.314717267793
1423,1911715733,1913643625,1927892,6.285082701186
1424,1913643625,1914539545,895920,5.952269231638
1425,1914539545,1914544493,4948,3.694429690957
1426,1914544493,1917365441,2820948,6.450395080653
1427,1917365441,1917639721,274280,5.438194140793
1428,1917639721,1920193421,2553700,6.407169876484
1429,1920193421,1921639985,1446564,6.160337652800
1430,1921639985,1922542733,902748,5.955566534939
1431,1922542733,1923023485,480752,5.681921099644
1432,1923023485,1924300685,1277200,6.106258909867
1433,1924300685,1925855633,1554948,6.191715870089
1434,1925855633,1926548105,692472,5.840402217460
1435,1926548105,1927133773,585668,5.767651495493
1436,1927133773,1927452005,318232,5.502743848235
1437,1927452005,1929968945,2516940,6.400872862756
1438,1929968945,1931462485,1493540,6.174216858374
1439,1931462485,1932806201,1343716,6.128307488460
1440,1932806201,1935477133,2670932,6.426662831338
1441,1935477133,1935645541,168408,5.226362718240
1442,1935645541,1938486965,2841424,6.453536044396
1443,1938486965,1939495949,1008984,6.003884279451
1444,1939495949,1940402881,906932,5.957574725724
1445,1940402881,1941330473,927592,5.967356994417
1446,1941330473,1942613737,1283264,6.108316010973
1447,1942613737,1943518933,905196,5.956742626169
1448,1943518933,1944176065,657132,5.817652616308
1449,1944176065,1944426805,250740,5.399223621527
1450,1944426805,1945460269,1033464,6.014295352880
1451,1945460269,1947546085,2085816,6.319275994546
1452,1947546085,1948454897,908812,5.958474052851
1453,1948454897,1951159585,2704688,6.432117174177
1454,1951159585,1952487157,1327572,6.123058084070
1455,1952487157,1953397121,909964,5.959024211101
1456,1953397121,1954012369,615248,5.789050210607
1457,1954012369,1956523585,2511216,6.399884069771
1458,1956523585,1959724189,3200604,6.505231943668
1459,1959724189,1960564181,839992,5.924275149904
1460,1960564181,1961013517,449336,5.652571214887
1461,1961013517,1962583225,1569708,6.195818871656
1462,1962583225,1963873493,1290268,6.110679926449
1463,1963873493,1965521729,1648236,6.217019395565
1464,1965521729,1966434725,912996,5.960468874816
1465,1966434725,1966735553,300828,5.478318256386
1466,1966735553,1969599697,2864144,6.456994849122
1467,1969599697,1970485537,885840,5.947355286907
1468,1970485537,1973625641,3140104,6.496944032111
1469,1973625641,1974540517,914876,5.961362234870
1470,1974540517,1975334237,793720,5.899667323710
1471,1975334237,1978204633,2870396,6.457941816159
1472,1978204633,1979500025,1295392,6.112401210638
1473,1979500025,1979515693,15668,4.195013562876
1474,1979515693,1981077113,1561420,6.193519737879
1475,1981077113,1982373445,1296332,6.112716241737
1476,1982373445,1982662981,289536,5.461702570237
1477,1982662981,1983579949,916968,5.962354180091
1478,1983579949,1985248949,1669000,6.222456336679
1479,1985248949,1986730465,1481516,6.170706346113
1480,1986730465,1987648373,917908,5.962799154954
1481,1987648373,1988126537,478164,5.679576875858
1482,1988126537,1991006209,2879672,6.459343023626
1483,1991006209,1991720965,714756,5.854157809719
1484,1991720965,1992640025,919060,5.963343864834
1485,1992640025,1993887965,1247940,6.096193705302
1486,1993887965,1995797725,1909760,6.280978792785
1487,1995797725,1998073261,2275536,6.357083710630
1488,1998073261,1999657729,1584468,6.199883472580
1489,1999657729,1999878653,220924,5.344242897861
1490,1999878653,2000799593,920940,5.964231336475
1491,2000799593,2000960125,160532,5.205561616418
1492,2000960125,2004885629,3925504,6.593895424232
1493,2004885629,2005807721,922092,5.964774254133
1494,2005807721,2006740105,932384,5.969594812284
1495,2006740105,2009633221,2893116,6.461365847111
1496,2009633221,2009898865,265644,5.424300011112
1497,2009898865,2013070205,3171340,6.501242805322
1498,2013070205,2013994177,923972,5.965658810582
1499,2013994177,2015425705,1431528,6.155799847032
1500,2015425705,2016733225,1307520,6.116448340616
1501,2016733225,2018093657,1360432,6.133676838830
1502,2018093657,2018325073,231416,5.364393382582
1503,2018325073,2019018781,693708,5.841176702912
1504,2019018781,2019633533,614752,5.788699950323
1505,2019633533,2022197305,2563772,6.408879400120
1506,2022197305,2022535925,338620,5.529712605377
1507,2022535925,2023123369,587444,5.768966472390
1508,2023123369,2025440401,2317032,6.364932031773
1509,2025440401,2026305121,864720,5.936875503834
1510,2026305121,2028346961,2041840,6.310021707467
1511,2028346961,2031255605,2908644,6.463690569547
1512,2031255605,2031345049,89444,4.951551212938
1513,2031345049,2032273205,928156,5.967620976483
1514,2032273205,2034166333,1893128,6.277179978895
1515,2034166333,2035462141,1295808,6.112540656845
1516,2035462141,2035479917,17776,4.249834041597
1517,2035479917,2037079145,1599228,6.203910384999
1518,2037079145,2038393669,1314524,6.118768519672
1519,2038393669,2039583401,1189732,6.075449142880
1520,2039583401,2040513437,930036,5.968499759628
1521,2040513437,2041309505,796068,5.900950166687
1522,2041309505,2044227425,2917920,6.465073380760
1523,2044227425,2044639805,412380,5.615297594293
1524,2044639805,2045570993,931188,5.969037370691
1525,2045570993,2047147429,1576436,6.197676343995
1526,2047147429,2049702469,2555040,6.407397703548
1527,2049702469,2050069517,367048,5.564722861996
1528,2050069517,2052905045,2835528,6.452633940173
1529,2052905045,2052993689,88644,4.947649345069
1530,2052993689,2053838113,844424,5.926560568216
1531,2053838113,2054313337,475224,5.676898365484
1532,2054313337,2055919945,1606608,6.205909925174
1533,2055919945,2057240533,1320588,6.120767346581
1534,2057240533,2057977925,737392,5.867698421615
1535,2057977925,2058912145,934220,5.970449160529
1536,2058912145,2062121905,3209760,6.506472560575
1537,2062121905,2063057065,935160,5.970885922287
1538,2063057065,2063101177,44112,4.644556748762
1539,2063101177,2066270053,3168876,6.500905245322
1540,2066270053,2067206153,936100,5.971322245243
1541,2067206153,2071907773,4701620,6.672247525135
1542,2071907773,2072296661,388888,5.589824542237
1543,2072296661,2073233485,936824,5.971658008168
1544,2073233485,2074847473,1613988,6.207900301419
1545,2074847473,2075516833,669360,5.825659755978
1546,2075516833,2076174125,657292,5.817758346449
1547,2076174125,2079116849,2942724,6.468749531247
1548,2079116849,2080617557,1500708,6.176296197689
1549,2080617557,2082061657,1444100,6.159597267987
1550,2082061657,2084784257,2722600,6.434983840182
1551,2084784257,2085008549,224292,5.350813783535
1552,2085008549,2085724541,715992,5.854908169828
1553,2085724541,2087957525,2232984,6.348885611232
1554,2087957525,2089896349,1938824,6.287538387058
1555,2089896349,2090908585,1012236,6.005281778856
1556,2090908585,2092240361,1331776,6.124431184185
1557,2092240361,2093130161,889800,5.949292401412
1558,2093130161,2093861729,731568,5.864254700458
1559,2093861729,2095194445,1332716,6.124737611699
1560,2095194445,2098150613,2956168,6.470729111522
1561,2098150613,2098252469,101856,5.007986616941
1562,2098252469,2099195785,943316,5.974657200762
1563,2099195785,2101108865,1913080,6.281733131466
1564,2101108865,2102436781,1327916,6.123170603729
1565,2102436781,2103381037,944256,5.975089753106
1566,2103381037,2104069201,688164,5.837691949584
1567,2104069201,2106625261,2556060,6.407571044073
1568,2106625261,2107031621,406360,5.608910951652
1569,2107031621,2107570457,538836,5.731456603530
1570,2107570457,2109996125,2425668,6.384831358923
1571,2109996125,2111333965,1337840,6.126404176756
1572,2111333965,2111764045,430080,5.633549247038
1573,2111764045,2112710393,946348,5.976050868630
1574,2112710393,2112962713,252320,5.401951675985
1575,2112962713,2114301493,1338780,6.126709215820
1576,2114301493,2115961801,1660308,6.220188660506
1577,2115961801,2120163725,4201924,6.623448193077
1578,2120163725,2120242801,79076,4.898044692737
1579,2120242801,2121111953,869152,5.939095733858
1580,2121111953,2123216581,2104628,6.323175343961
1581,2123216581,2125318985,2102404,6.322716174162
1582,2125318985,2126268365,949380,5.977440078466
1583,2126268365,2130480505,4212140,6.624502797513
1584,2130480505,2130514297,33792,4.528813896518
1585,2130514297,2132150425,1636128,6.213817277036
1586,2132150425,2133495269,1344844,6.128671909715
1587,2133495269,2133745553,250284,5.398433087188
1588,2133745553,2134696813,951260,5.978299235268
1589,2134696813,2136478325,1781512,6.250788752040
1590,2136478325,2138917289,2438964,6.387205390016
1591,2138917289,2139463465,546176,5.737332612507
1592,2139463465,2139869701,406236,5.608778407273
1593,2139869701,2142450689,2580988,6.411785985347
1594,2142450689,2143141933,691244,5.839631374652
1595,2143141933,2144095285,953352,5.979253281994
1596,2144095285,2145439997,1344712,6.128629280469
1597,2145439997,2147370745,1930748,6.285725593639
1598,2147370745,2148325037,954292,5.979681283074
1599,2148325037,2148431389,106352,5.026745661430
1600,2148431389,2149781357,1349968,6.130323473985
1601,2149781357,2151424865,1643508,6.215771822411
1602,2151424865,2152558957,1134092,6.054648286895
1603,2152558957,2152775773,216816,5.336091327937
1604,2152775773,2153514401,738628,5.868425766915
1605,2153514401,2155772273,2257872,6.353699317895
1606,2155772273,2156797045,1024772,6.010627250605
1607,2156797045,2158770857,1973812,6.295305784985
1608,2158770857,2161039301,2268444,6.355728062513
1609,2161039301,2164774277,3734976,6.572287815495
1610,2164774277,2167202465,2428188,6.385282308516
1611,2167202465,2167779113,576648,5.760910790094
1612,2167779113,2169135145,1356032,6.132269938247
1613,2169135145,2170786033,1650888,6.217717610736
1614,2170786033,2171454937,668904,5.825363793012
1615,2171454937,2172143005,688068,5.837631360569
1616,2172143005,2174751221,2608216,6.416343554745
1617,2174751221,2175711577,960356,5.982432254056
1618,2175711577,2178164977,2453400,6.389768360938
1619,2178164977,2179972385,1807408,6.257056200235
1620,2179972385,2180933893,961508,5.982952902034
1621,2180933893,2181179089,245196,5.389513381050
1622,2181179089,2184237361,3058272,6.485476108560
1623,2184237361,2185199809,962448,5.983377274364
1624,2185199809,2187213565,2013756,6.304006847413
1625,2187213565,2188506505,1292940,6.111578371537
1626,2188506505,2188575661,69156,4.839829865629
1627,2188575661,2189469893,894232,5.951450206993
1628,2189469893,2190233929,764036,5.883113822231
1629,2190233929,2191596965,1363036,6.134507326411
1630,2191596965,2193744145,2147180,6.331868453253
1631,2193744145,2194620353,876208,5.942607214078
1632,2194620353,2194708685,88332,4.946118063779
1633,2194708685,2197645825,2937140,6.467924647843
1634,2197645825,2198022565,376740,5.576041733442
1635,2198022565,2200673381,2650816,6.423379583275
1636,2200673381,2202305153,1631772,6.212659476685
1637,2202305153,2203271573,966420,5.985165909067
1638,2203271573,2203703021,431448,5.634928460135
1639,2203703021,2206734745,3031724,6.481689661758
1640,2206734745,2207559269,824524,5.916203301479
1641,2207559269,2208102905,543636,5.735308208332
1642,2208102905,2208526841,423936,5.627300297761
1643,2208526841,2209768553,1241712,6.094020878196
1644,2209768553,2211137653,1369100,6.136435170458
1645,2211137653,2212804445,1666792,6.221881407333
1646,2212804445,2212819645,15200,4.181843587945
1647,2212819645,2214174485,1354840,6.131888010177
1648,2214174485,2216147165,1972680,6.295056641509
1649,2216147165,2217116617,969452,5.986526310938
1650,2217116617,2217213401,96784,4.985803567163
1651,2217213401,2220254401,3041000,6.483016420144
1652,2220254401,2221417757,1163356,6.065712634055
1653,2221417757,2222388361,970604,5.987042076774
1654,2222388361,2223297485,909124,5.958623122873
1655,2223297485,2225723065,2425580,6.384815603013
1656,2225723065,2226342653,619588,5.792102997880
1657,2226342653,2226694609,351956,5.546488373275
1658,2226694609,2227716877,1022268,6.009564766311
1659,2227716877,2229389905,1673028,6.223503209428
1660,2229389905,2230765069,1375164,6.138354494565
1661,2230765069,2232439241,1674172,6.223800074215
1662,2232439241,2235319609,2880368,6.459447977398
1663,2235319609,2236293245,973636,5.988396623472
1664,2236293245,2236867705,574460,5.759259793888
1665,2236867705,2239638361,2770656,6.442582607855
1666,2239638361,2239922149,283788,5.452994027330
1667,2239922149,2243961281,4039132,6.606288046271
1668,2243961281,2244936797,975516,5.989234396903
1669,2244936797,2246037289,1100492,6.041586889808
1670,2246037289,2247417577,1380288,6.139969712315
1671,2247417577,2249097985,1680408,6.225414740438
1672,2249097985,2249264825,166840,5.222300181174
1673,2249264825,2250241493,976668,5.989746958528
1674,2250241493,2250479213,237720,5.376065721586
1675,2250479213,2253542933,3063720,6.486249071662
1676,2253542933,2254574629,1031696,6.013551746737
1677,2254574629,2256608737,2034108,6.308374007859
1678,2256608737,2257933385,1324648,6.122100488109
1679,2257933385,2258911933,978548,5.990582133646
1680,2258911933,2262746597,3834664,6.583727316306
1681,2262746597,2264233105,1486508,6.172167250807
1682,2264233105,2267205005,2971900,6.473034191973
1683,2267205005,2267599045,394040,5.595540310398
1684,2267599045,2268579685,980640,5.991509604008
1685,2268579685,2268892793,313108,5.495694164108
1686,2268892793,2270280085,1387292,6.142167881868
1687,2270280085,2271948853,1668768,6.222395963208
1688,2271948853,2271969017,20164,4.304576688766
1689,2271969017,2272930433,961416,5.982911345433
1690,2272930433,2273357249,426816,5.630240691403
1691,2273357249,2276436497,3079248,6.488444668018
1692,2276436497,2277285349,848852,5.928831976244
1693,2277285349,2278268081,982732,5.992435097903
1694,2278268081,2279517829,1249748,6.096822450414
1695,2279517829,2281644433,2126604,6.327686626421
1696,2281644433,2282601245,956812,5.980826613447
1697,2282601245,2285686745,3085500,6.489325550750
1698,2285686745,2286007685,320940,5.506423848279
1699,2286007685,2286992297,984612,5.993265124451
1700,2286992297,2287079161,86864,4.938839824312
1701,2287079161,2288774329,1695168,6.229212745523
1702,2288774329,2290167685,1393356,6.144062092076
1703,2290167685,2290375105,207420,5.316850629926
1704,2290375105,2291360657,985552,5.993679543600
1705,2291360657,2291863997,503340,5.701861444780
1706,2291863997,2292346421,482424,5.683428905285
1707,2292346421,2296350985,4004564,6.602555238847
1708,2296350985,2296719889,368904,5.566913364277
1709,2296719889,2299445761,2725872,6.435505458616
1710,2299445761,2300109881,664120,5.822246559231
1711,2300109881,2304490745,4380864,6.641559771104
1712,2304490745,2305479329,988584,5.995013577227
1713,2305479329,2305641565,162236,5.210147230064
1714,2305641565,2306468125,826560,5.917274384493
1715,2306468125,2307040045,571920,5.757335284058
1716,2307040045,2308742593,1702548,6.231099364838
1717,2308742593,2309865301,1122708,6.050266817278
1718,2309865301,2310142013,276712,5.442027993332
1719,2310142013,2310855037,713024,5.853104148214
1720,2310855037,2313246065,2391028,6.378584661927
1721,2313246065,2314255441,1009376,6.004052974272
1722,2314255441,2315246117,990676,5.995931641953
1723,2315246117,2316352201,1106084,6.043788110107
1724,2316352201,2319460421,3108220,6.492511750607
1725,2319460421,2319641365,180944,5.257544186725
1726,2319641365,2320633193,991828,5.996436364566
1727,2320633193,2322570725,1937532,6.287248883983
1728,2322570725,2324040781,1470056,6.167333878985
1729,2324040781,2325683113,1642332,6.215460954972
1730,2325683113,2327087657,1404544,6.147535348848
1731,2327087657,2328444365,1356708,6.132486385880
1732,2328444365,2328797585,353220,5.548045286196
1733,2328797585,2329438073,640488,5.806510997340
1734,2329438073,2330203069,764996,5.883659164327
1735,2330203069,2331914141,1711072,6.233268284553
1736,2331914141,2332852117,937976,5.972191726225
1737,2332852117,2333320565,468448,5.670661389105
1738,2333320565,2333846765,526200,5.721150843750
1739,2333846765,2334841625,994860,5.997761969685
1740,2334841625,2336440145,1598520,6.203718074349
1741,2336440145,2339255425,2815280,6.449521595069
1742,2339255425,2339561809,306384,5.486266081805
1743,2339561809,2342676653,3114844,6.493436300871
1744,2342676653,2342685557,8904,3.949585151327
1745,2342685557,2343673393,987836,5.994684849236
1746,2343673393,2345811389,2137996,6.330006888347
1747,2345811389,2347097849,1286460,6.109396287204
1748,2347097849,2347221997,124148,5.093939727548
1749,2347221997,2348095529,873532,5.941278819072
1750,2348095529,2348939305,843776,5.926227168337
1751,2348939305,2349093421,154116,5.187847728602
1752,2349093421,2350350853,1257432,6.099484508381
1753,2350350853,2352069305,1718452,6.235137405879
1754,2352069305,2352521833,452528,5.655645456181
1755,2352521833,2353520665,998832,5.999492447577
1756,2353520665,2356614817,3094152,6.490541644573
1757,2356614817,2356952305,337488,5.528258335311
1758,2356952305,2357952077,999772,5.999900969568
1759,2357952077,2361386945,3434868,6.535910052029
