gap_index_n,c_n,c_n_plus_1,delta_c,log10_delta_c,p_n,q_n,k_n,d_n,p_n_plus_1,q_n_plus_1,k_n_plus_1,d_n_plus_1
2986,4002520285,4003505705,985420,5.993621372432,17621,60762,2,1,24923,85941,11,2
2987,4003505705,4004762717,1257012,6.099339423676,24923,85941,11,2,17626,60779,9,1
2988,4004762717,4004808677,45960,4.662380020016,17626,60779,9,1,24927,85955,5,2
2989,4004808677,4006605749,1797072,6.254565477541,24927,85955,5,2,17630,60793,3,1
2990,4006605749,4009284745,2678996,6.427972065165,17630,60793,3,1,24941,86003,13,2
2991,4009284745,4010588657,1303912,6.115248282190,24941,86003,13,2,24945,86017,7,2
2992,4010588657,4010693297,104640,5.019697730980,24945,86017,7,2,17639,60824,4,1
2993,4010693297,4011892781,1199484,6.078994459258,17639,60824,4,1,24949,86031,1,2
2994,4011892781,4014782929,2890148,6.460920082873,24949,86031,1,2,17648,60855,5,1
2995,4014782929,4015067953,285024,5.454881430636,17648,60855,5,1,24959,86065,15,2
2996,4015067953,4017028793,1960840,6.292442157690,24959,86065,15,2,17653,60872,12,1
2997,4017028793,4017677869,649076,5.812295551112,17653,60872,12,1,24967,86093,3,2
2998,4017677869,4018874645,1196776,6.078012871319,24967,86093,3,2,17657,60886,6,1
2999,4018874645,4020855329,1980684,6.296815193356,17657,60886,6,1,24977,86127,17,2
3000,4020855329,4022968445,2113116,6.324923338404,24977,86127,17,2,17666,60917,7,1
3001,4022968445,4024815661,1847216,6.266517681647,17666,60917,7,1,17670,60931,1,1
3002,4024815661,4027064329,2248668,6.351925339646,17670,60931,1,1,17675,60948,8,1
3003,4027064329,4028912485,1848156,6.266738626559,17675,60948,8,1,17679,60962,2,1
3004,4028912485,4029260549,348064,5.541659106853,17679,60962,2,1,25003,86217,7,2
3005,4029260549,4030567705,1307156,6.116327420707,25003,86217,7,2,25007,86231,1,2
3006,4030567705,4031162297,594592,5.774219061648,25007,86231,1,2,17684,60979,9,1
3007,4031162297,4035058141,3895844,6.590601558244,17684,60979,9,1,25021,86279,9,2
3008,4035058141,4035262349,204208,5.310072751893,25021,86279,9,2,17693,61010,10,1
3009,4035262349,4036366237,1103888,6.042925012298,17693,61010,10,1,25025,86293,3,2
3010,4036366237,4037112385,746148,5.872824979226,25025,86293,3,2,17697,61024,4,1
3011,4037112385,4039364485,2252100,6.352587670586,17697,61024,4,1,17702,61041,11,1
3012,4039364485,4039551077,186592,5.270893019741,17702,61041,11,1,25035,86327,17,2
3013,4039551077,4040859901,1308824,6.116881250089,25035,86327,17,2,25039,86341,11,2
3014,4040859901,4041215461,355560,5.550912897528,25039,86341,11,2,17706,61055,5,1
3015,4041215461,4042168937,953476,5.979309765868,17706,61055,5,1,25043,86355,5,2
3016,4042168937,4043468705,1299768,6.113865840529,25043,86355,5,2,17711,61072,12,1
3017,4043468705,4046665829,3197124,6.504759480648,17711,61072,12,1,25057,86403,13,2
3018,4046665829,4047975805,1309976,6.117263339043,25057,86403,13,2,25061,86417,7,2
3019,4047975805,4049285993,1310188,6.117333617415,25061,86417,7,2,25065,86431,1,2
3020,4049285993,4051281145,1995152,6.299975987866,25065,86431,1,2,17728,61131,1,1
3021,4051281145,4053537193,2256048,6.353348335521,17728,61131,1,1,17733,61148,8,1
3022,4053537193,4053786841,249648,5.397328091150,17733,61148,8,1,25079,86479,9,2
3023,4053786841,4055391413,1604572,6.205359209435,25079,86479,9,2,17737,61162,2,1
3024,4055391413,4058290189,2898776,6.462214656982,17737,61162,2,1,25093,86527,17,2
3025,4058290189,4059503765,1213576,6.084066979141,25093,86527,17,2,17746,61193,3,1
3026,4059503765,4059602045,98280,4.992465147808,17746,61193,3,1,25097,86541,11,2
3027,4059602045,4060914113,1312068,6.117956343622,25097,86541,11,2,25101,86555,5,2
3028,4060914113,4061762101,847988,5.928389706537,25101,86555,5,2,17751,61210,10,1
3029,4061762101,4063618201,1856100,6.268601370740,17751,61210,10,1,17755,61224,4,1
3030,4063618201,4065421417,1803216,6.256047752230,17755,61224,4,1,25115,86603,13,2
3031,4065421417,4065877681,456264,5.659216203557,25115,86603,13,2,17760,61241,11,1
3032,4065877681,4066734425,856744,5.932851071636,17760,61241,11,1,25119,86617,7,2
3033,4066734425,4067734721,1000296,6.000128532145,25119,86617,7,2,17764,61255,5,1
3034,4067734721,4068047645,312924,5.495438873047,17764,61255,5,1,25123,86631,1,2
3035,4068047645,4071244957,3197312,6.504785017650,25123,86631,1,2,25133,86665,15,2
3036,4071244957,4071853325,608368,5.784166362204,25133,86665,15,2,17773,61286,6,1
3037,4071853325,4073873065,2019740,6.305295466559,17773,61286,6,1,25141,86693,3,2
3038,4073873065,4075974013,2100948,6.322415303433,25141,86693,3,2,17782,61317,7,1
3039,4075974013,4077072665,1098652,6.040860150646,17782,61317,7,1,25151,86727,17,2
3040,4077072665,4077833357,760692,5.881208848917,25151,86727,17,2,17786,61331,1,1
3041,4077833357,4078387553,554196,5.743663386866,17786,61331,1,1,25155,86741,11,2
3042,4078387553,4079702653,1315100,6.118958777766,25155,86741,11,2,25159,86755,5,2
3043,4079702653,4080096785,394132,5.595641697132,25159,86755,5,2,17791,61348,8,1
3044,4080096785,4081957069,1860284,6.269579250787,17791,61348,8,1,17795,61362,2,1
3045,4081957069,4084220369,2263300,6.354742123424,17795,61362,2,1,25173,86803,13,2
3046,4084220369,4084221641,1272,3.104487111312,25173,86803,13,2,17800,61379,9,1
3047,4084221641,4085536409,1314768,6.118849125291,17800,61379,9,1,25177,86817,7,2
3048,4085536409,4086082865,546456,5.737555198808,25177,86817,7,2,17804,61393,3,1
3049,4086082865,4086852661,769796,5.886375650091,17804,61393,3,1,25181,86831,1,2
3050,4086852661,4088348581,1495920,6.174908368604,25181,86831,1,2,17809,61410,10,1
3051,4088348581,4090210745,1862164,6.270017926462,17809,61410,10,1,17813,61424,4,1
3052,4090210745,4091374333,1163588,6.065799233750,17813,61424,4,1,25195,86879,9,2
3053,4091374333,4092477605,1103272,6.042682596335,25195,86879,9,2,17818,61441,11,1
3054,4092477605,4092691525,213920,5.330251389918,17818,61441,11,1,25199,86893,3,2
3055,4092691525,4094340709,1649184,6.217269112726,25199,86893,3,2,17822,61455,5,1
3056,4094340709,4095898505,1557796,6.192510584354,17822,61455,5,1,25209,86927,17,2
3057,4095898505,4096608713,710208,5.851385560019,25209,86927,17,2,17827,61472,12,1
3058,4096608713,4097216425,607712,5.783697812096,17827,61472,12,1,25213,86941,11,2
3059,4097216425,4098472757,1256332,6.099104421818,25213,86941,11,2,17831,61486,6,1
3060,4098472757,4098534557,61800,4.790988475089,17831,61486,6,1,25217,86955,5,2
3061,4098534557,4102606889,4072332,6.609843176964,25217,86955,5,2,17840,61517,7,1
3062,4102606889,4103062685,455796,5.658770509555,17840,61517,7,1,25231,87003,13,2
3063,4103062685,4104472297,1409612,6.149099588224,25231,87003,13,2,17844,61531,1,1
3064,4104472297,4105701041,1228744,6.089461410170,17844,61531,1,1,25239,87031,1,2
3065,4105701041,4106743105,1042064,6.017894392661,25239,87031,1,2,17849,61548,8,1
3066,4106743105,4108609453,1866348,6.270992625685,17849,61548,8,1,17853,61562,2,1
3067,4108609453,4108913113,303660,5.482387587692,17853,61562,2,1,25249,87065,15,2
3068,4108913113,4110233125,1320012,6.120577879320,25249,87065,15,2,25253,87079,9,2
3069,4110233125,4110881405,648280,5.811762623448,25253,87079,9,2,17858,61579,9,1
3070,4110881405,4114767709,3886304,6.589536769593,17858,61579,9,1,25267,87127,17,2
3071,4114767709,4115021789,254080,5.404970480747,25267,87127,17,2,17867,61610,10,1
3072,4115021789,4116088661,1066872,6.028112317242,17867,61610,10,1,25271,87141,11,2
3073,4116088661,4116890017,801356,5.903825492973,25271,87141,11,2,17871,61624,4,1
3074,4116890017,4119164257,2274240,6.356836293762,17871,61624,4,1,17876,61641,11,1
3075,4119164257,4121948365,2784108,6.444686078243,17876,61641,11,1,25289,87203,13,2
3076,4121948365,4123270469,1322104,6.121265619181,25289,87203,13,2,25293,87217,7,2
3077,4123270469,4123308809,38340,4.583652108542,25293,87217,7,2,17885,61672,12,1
3078,4123308809,4124592785,1283976,6.108556906003,17885,61672,12,1,25297,87231,1,2
3079,4124592785,4127812237,3219452,6.507781954419,25297,87231,1,2,25307,87265,15,2
3080,4127812237,4129326493,1514256,6.180199303162,25307,87265,15,2,17898,61717,7,1
3081,4129326493,4130458537,1132044,6.053863307228,17898,61717,7,1,25315,87293,3,2
3082,4130458537,4131197965,739428,5.868895892025,25315,87293,3,2,17902,61731,1,1
3083,4131197965,4133476153,2278188,6.357589559951,17902,61731,1,1,17907,61748,8,1
3084,4133476153,4133680277,204124,5.309894070149,17907,61748,8,1,25325,87327,17,2
3085,4133680277,4135004261,1323984,6.121882736800,25325,87327,17,2,25329,87341,11,2
3086,4135004261,4135348565,344304,5.536942068211,25329,87341,11,2,17911,61762,2,1
3087,4135348565,4136328457,979892,5.991178212031,17911,61762,2,1,25333,87355,5,2
3088,4136328457,4139501249,3172792,6.501441601816,25333,87355,5,2,17920,61793,3,1
3089,4139501249,4140877409,1376160,6.138668930322,17920,61793,3,1,25347,87403,13,2
3090,4140877409,4142202545,1325136,6.122260452626,25347,87403,13,2,25351,87417,7,2
3091,4142202545,4143527893,1325348,6.122329927055,25351,87417,7,2,25355,87431,1,2
3092,4143527893,4143656017,128124,5.107630488771,25355,87431,1,2,17929,61824,4,1
3093,4143656017,4145937637,2281620,6.358243315084,17929,61824,4,1,17934,61841,11,1
3094,4145937637,4147812869,1875232,6.273055005443,17934,61841,11,1,17938,61855,5,1
3095,4147812869,4148080801,267932,5.428024585924,17938,61855,5,1,25369,87479,9,2
3096,4148080801,4149407089,1326288,6.122637840230,25369,87479,9,2,25373,87493,3,2
3097,4149407089,4151971805,2564716,6.409039281159,25373,87493,3,2,17947,61886,6,1
3098,4151971805,4152636209,664404,5.822432238428,17947,61886,6,1,25383,87527,17,2
3099,4152636209,4153963225,1327016,6.122876159240,25383,87527,17,2,25387,87541,11,2
3100,4153963225,4155290453,1327228,6.122945535250,25387,87541,11,2,25391,87555,5,2
3101,4155290453,4156132825,842372,5.925503922698,25391,87555,5,2,17956,61917,7,1
3102,4156132825,4158010361,1877536,6.273588272947,17956,61917,7,1,17960,61931,1,1
3103,4158010361,4159849817,1839456,6.264689403917,17960,61931,1,1,25405,87603,13,2
3104,4159849817,4160295929,446112,5.649443905518,25405,87603,13,2,17965,61948,8,1
3105,4160295929,4161177985,882056,5.945496158509,17965,61948,8,1,25409,87617,7,2
3106,4161177985,4162174405,996420,5.998442436049,25409,87617,7,2,17969,61962,2,1
3107,4162174405,4162506365,331960,5.521085755915,17969,61962,2,1,25413,87631,1,2
3108,4162506365,4164461117,1954752,6.291091666150,25413,87631,1,2,17974,61979,9,1
3109,4164461117,4165740577,1279460,6.107026713005,17974,61979,9,1,25423,87665,15,2
3110,4165740577,4166340533,599956,5.778119400954,25423,87665,15,2,17978,61993,3,1
3111,4166340533,4167069685,729152,5.862818071364,17978,61993,3,1,25427,87679,9,2
3112,4167069685,4168628389,1558704,6.192763649909,25427,87679,9,2,17983,62010,10,1
3113,4168628389,4170508745,1880356,6.274240080221,17983,62010,10,1,17987,62024,4,1
3114,4170508745,4171635505,1126760,6.051831421126,17987,62024,4,1,25441,87727,17,2
3115,4171635505,4172797745,1162240,6.065295818169,25441,87727,17,2,17992,62041,11,1
3116,4172797745,4172965553,167808,5.224812661338,17992,62041,11,1,25445,87741,11,2
3117,4172965553,4174295813,1330260,6.123936532343,25445,87741,11,2,25449,87755,5,2
3118,4174295813,4174679041,383228,5.583457232664,25449,87755,5,2,17996,62055,5,1
3119,4174679041,4176969185,2290144,6.359862790829,17996,62055,5,1,18001,62072,12,1
3120,4176969185,4178851421,1882236,6.274674075559,18001,62072,12,1,18005,62086,6,1
3121,4178851421,4178865589,14168,4.151308548182,18005,62086,6,1,25463,87803,13,2
3122,4178865589,4180196789,1331200,6.124243308947,25463,87803,13,2,25467,87817,7,2
3123,4180196789,4181528201,1331412,6.124312466924,25467,87817,7,2,25471,87831,1,2
3124,4181528201,4183025885,1497684,6.175420190177,25471,87831,1,2,18014,62117,7,1
3125,4183025885,4184769793,1743908,6.241523569962,18014,62117,7,1,25481,87865,15,2
3126,4184769793,4184909485,139692,5.145171535281,25481,87865,15,2,18018,62131,1,1
3127,4184909485,4187202433,2292948,6.360394205812,18018,62131,1,1,18023,62148,8,1
3128,4187202433,4187434285,231852,5.365210846556,18023,62148,8,1,25489,87893,3,2
3129,4187434285,4189086973,1652688,6.218190873736,25489,87893,3,2,18027,62162,2,1
3130,4189086973,4190678165,1591192,6.201722586629,18027,62162,2,1,25499,87927,17,2
3131,4190678165,4191381065,702900,5.846893543317,25499,87927,17,2,18032,62179,9,1
3132,4191381065,4192011245,630180,5.799464615868,18032,62179,9,1,25503,87941,11,2
3133,4192011245,4193344537,1333292,6.124925273271,25503,87941,11,2,25507,87955,5,2
3134,4193344537,4195561781,2217244,6.345813488343,25507,87955,5,2,18041,62210,10,1
3135,4195561781,4197448201,1886420,6.275638392206,18041,62210,10,1,18045,62224,4,1
3136,4197448201,4197924725,476524,5.678084778647,18045,62224,4,1,25521,88003,13,2
3137,4197924725,4199258957,1334232,6.125231352489,25521,88003,13,2,25525,88017,7,2
3138,4199258957,4199744581,485624,5.686300141844,25525,88017,7,2,18050,62241,11,1
3139,4199744581,4200593401,848820,5.928815603913,18050,62241,11,1,25529,88031,1,2
3140,4200593401,4201631941,1038540,6.016423228309,25529,88031,1,2,18054,62255,5,1
3141,4201631941,4203929465,2297524,6.361260056734,18054,62255,5,1,18059,62272,12,1
3142,4203929465,4205177545,1248080,6.096242423844,18059,62272,12,1,25543,88079,9,2
3143,4205177545,4206512929,1335384,6.125606168398,25543,88079,9,2,25547,88093,3,2
3144,4206512929,4209764189,3251260,6.512051700979,25547,88093,3,2,25557,88127,17,2
3145,4209764189,4210005673,241484,5.382888361001,25557,88127,17,2,18072,62317,7,1
3146,4210005673,4211100301,1094628,6.039266552970,18072,62317,7,1,25561,88141,11,2
3147,4211100301,4211895337,795036,5.900386794376,25561,88141,11,2,18076,62331,1,1
3148,4211895337,4214195665,2300328,6.361789765771,18076,62331,1,1,18081,62348,8,1
3149,4214195665,4216086269,1890604,6.276600572407,18081,62348,8,1,18085,62362,2,1
3150,4216086269,4217027225,940956,5.973569315878,18085,62362,2,1,25579,88203,13,2
3151,4217027225,4218364489,1337264,6.126217153279,25579,88203,13,2,25583,88217,7,2
3152,4218364489,4219701965,1337476,6.126285997676,25583,88217,7,2,25587,88231,1,2
3153,4219701965,4220279285,577320,5.761416602950,25587,88231,1,2,18094,62393,3,1
3154,4220279285,4222581901,2302616,6.362221518083,18094,62393,3,1,18099,62410,10,1
3155,4222581901,4222958317,376416,5.575668075340,18099,62410,10,1,25597,88265,15,2
3156,4222958317,4224296521,1338204,6.126522323687,25597,88265,15,2,25601,88279,9,2
3157,4224296521,4224474385,177864,5.250088054978,25601,88279,9,2,18103,62424,4,1
3158,4224474385,4226778145,2303760,6.362437233386,18103,62424,4,1,18108,62441,11,1
3159,4226778145,4228671569,1893424,6.277247877694,18108,62441,11,1,18112,62455,5,1
3160,4228671569,4228893577,222008,5.346368624420,18112,62455,5,1,25615,88327,17,2
3161,4228893577,4231572077,2678500,6.427891650709,25615,88327,17,2,25623,88355,5,2
3162,4231572077,4232870837,1298760,6.113528904494,25623,88355,5,2,18121,62486,6,1
3163,4232870837,4236173089,3302252,6.518810211881,18121,62486,6,1,25637,88403,13,2
3164,4236173089,4238853893,2680804,6.428265062834,25637,88403,13,2,25645,88431,1,2
3165,4238853893,4238967917,114024,5.056996272131,25645,88431,1,2,18134,62531,1,1
3166,4238967917,4241275625,2307708,6.363180855605,18134,62531,1,1,18139,62548,8,1
3167,4241275625,4243172293,1896668,6.277991316979,18139,62548,8,1,18143,62562,2,1
3168,4243172293,4244800309,1628016,6.211658668783,18143,62562,2,1,25663,88493,3,2
3169,4244800309,4245481145,680836,5.833042511512,25663,88493,3,2,18148,62579,9,1
3170,4245481145,4247378753,1897608,6.278206502601,18148,62579,9,1,18152,62593,3,1
3171,4247378753,4248066329,687576,5.837320709130,18152,62593,3,1,25673,88527,17,2
3172,4248066329,4249408505,1342176,6.127809468752,25673,88527,17,2,25677,88541,11,2
3173,4249408505,4249688749,280244,5.447536323159,25677,88541,11,2,18157,62610,10,1
3174,4249688749,4250750893,1062144,6.026183400141,18157,62610,10,1,25681,88555,5,2
3175,4250750893,4251587297,836404,5.922416101111,25681,88555,5,2,18161,62624,4,1
3176,4251587297,4253898437,2311140,6.363826254171,18161,62624,4,1,18166,62641,11,1
3177,4253898437,4255362317,1463880,6.165505477355,18166,62641,11,1,25695,88603,13,2
3178,4255362317,4256705645,1343328,6.128182067172,25695,88603,13,2,25699,88617,7,2
3179,4256705645,4258049185,1343540,6.128250600818,25699,88617,7,2,25703,88631,1,2
3180,4258049185,4258110209,61024,4.785500671366,25703,88631,1,2,18175,62672,12,1
3181,4258110209,4260010637,1900428,6.278851420482,18175,62672,12,1,18179,62686,6,1
3182,4260010637,4262664565,2653928,6.423889136453,18179,62686,6,1,25717,88679,9,2
3183,4262664565,4264009045,1344480,6.128554346199,25717,88679,9,2,25721,88693,3,2
3184,4264009045,4264225433,216388,5.335233172893,25721,88693,3,2,18188,62717,7,1
3185,4264225433,4266127225,1901792,6.279163016181,18188,62717,7,1,18192,62731,1,1
3186,4266127225,4267282445,1155220,6.062664699109,18192,62731,1,1,25731,88727,17,2
3187,4267282445,4268442313,1159868,6.064408566698,25731,88727,17,2,18197,62748,8,1
3188,4268442313,4268627653,185340,5.267969158685,18197,62748,8,1,25735,88741,11,2
3189,4268627653,4269973073,1345420,6.128857879289,25735,88741,11,2,25739,88755,5,2
3190,4269973073,4270345045,371972,5.570510249820,25739,88755,5,2,18201,62762,2,1
3191,4270345045,4272661277,2316232,6.364782057332,18201,62762,2,1,18206,62779,9,1
3192,4272661277,4275941269,3279992,6.515872784456,18206,62779,9,1,25757,88817,7,2
3193,4275941269,4277287841,1346572,6.129229579706,25757,88817,7,2,25761,88831,1,2
3194,4277287841,4278786937,1499096,6.175829445347,25761,88831,1,2,18219,62824,4,1
3195,4278786937,4280566333,1779396,6.250272609959,18219,62824,4,1,25771,88865,15,2
3196,4280566333,4281105457,539124,5.731688665599,25771,88865,15,2,18224,62841,11,1
3197,4281105457,4281913633,808176,5.907505949271,18224,62841,11,1,25775,88879,9,2
3198,4281913633,4283011009,1097376,6.040355457790,25775,88879,9,2,18228,62855,5,1
3199,4283011009,4285330673,2319664,6.365425082514,18228,62855,5,1,18233,62872,12,1
3200,4285330673,4287890165,2559492,6.408153776449,18233,62872,12,1,25793,88941,11,2
3201,4287890165,4289238617,1348452,6.129835491756,25793,88941,11,2,25797,88955,5,2
3202,4289238617,4291465405,2226788,6.347678872260,25797,88955,5,2,18246,62917,7,1
3203,4291465405,4293373261,1907856,6.280545592189,18246,62917,7,1,18250,62931,1,1
3204,4293373261,4293870865,497604,5.696883862782,18250,62931,1,1,25811,89003,13,2
3205,4293870865,4295220257,1349392,6.130138131070,25811,89003,13,2,25815,89017,7,2
3206,4295220257,4295695729,475472,5.677124946923,25815,89017,7,2,18255,62948,8,1
3207,4295695729,4296569861,874132,5.941577019068,18255,62948,8,1,25819,89031,1,2
3208,4296569861,4297604525,1034664,6.014799338549,25819,89031,1,2,18259,62962,2,1
